workerCount,overtimeHoursAverage,safetyCertRate,weatherSeverity,scaffoldingActivity,heavyMachineryCount,lastSafetyAuditDays,safetyIncidentProbability
277,9.428229723793585,0.40299178098894206,0.23856770810898664,1.0,0,22,0.5976384340532935
200,7.001997428049963,0.9357179540673195,0.330400831127443,0.0,3,8,0.3441941418783818
262,5.530226192411767,0.8318809644472444,0.988712699104098,1.0,4,5,0.6405041571446827
68,8.870390285999356,0.8374556780624633,0.47295828523260197,1.0,8,27,0.5456271396603254
214,11.282186481741817,0.4115616900885889,0.21753487917822545,0.0,4,29,0.5413668795979504
222,6.857726586552358,0.8623254739976399,0.4122844903943902,0.0,0,29,0.37668264135128976
23,2.4061076206501224,0.7592922161893,0.4820864240570123,0.0,6,22,0.2749879994505572
31,1.9025400838126587,0.8242524297739839,0.7538732050807837,0.0,5,29,0.2560604824587813
223,10.4035785788652,0.5993671657935133,0.9277787741614033,1.0,6,22,0.6732140165742624
56,9.773868701744503,0.4496759345737527,0.001306883933338665,1.0,7,10,0.47169918472954797
121,2.5529281494586833,0.8721812827631182,0.9563380132484003,0.0,2,24,0.3745299549345403
205,10.702139875608022,0.40522087309112953,0.1781641148092279,1.0,5,9,0.6654845257075181
294,2.5911132367360064,0.9038805058072671,0.7054623678240899,0.0,8,29,0.472468120493471
278,10.720920840958486,0.7122320723418983,0.3908345204914765,0.0,1,27,0.5277614369157136
36,8.918333237186626,0.4295812744883111,0.6906267547103803,1.0,4,27,0.584132242302752
169,6.337744441056895,0.43936443430641203,0.05646765873055826,0.0,5,21,0.347498322075415
286,1.0723857974120148,0.4624067637271656,0.13181702572000276,0.0,7,23,0.4454072021047793
42,1.8155910365565604,0.8470698212798041,0.8294818411281949,0.0,7,27,0.26176720448120583
148,8.592366935421815,0.9728210701029879,0.8626410133018892,1.0,6,12,0.5305011007773738
284,7.520417589620638,0.48427520179148675,0.9983715471157917,1.0,6,16,0.7451701323576606
59,2.6916621968346712,0.6697891520230095,0.7419624262306764,1.0,5,20,0.42602617500453366
298,8.900233933521957,0.6140508348578342,0.7596876501911961,1.0,0,14,0.6864820915009039
253,6.2411082787020735,0.7067567846065677,0.6198822341495204,1.0,9,22,0.6425884077494554
67,7.411682769462875,0.8184937776659015,0.651353896261128,0.0,9,29,0.4708950358396472
73,3.417919525854328,0.5858469116184032,0.8963093206322187,1.0,8,19,0.514473063132799
78,1.4450762900965395,0.5701661189558739,0.43894367091797404,0.0,6,21,0.2928167194997547
265,11.132468722356267,0.9843945520630485,0.191292348720692,0.0,2,7,0.360369701284044
99,4.555530205205843,0.5023118122256116,0.7736844065674643,1.0,6,12,0.5348598607649752
261,7.618579415550513,0.6147495756838482,0.18320140280356578,0.0,6,3,0.4470945511973989
255,6.42606868707161,0.9990312252586853,0.4057194707782448,1.0,9,6,0.5202233946821173
286,3.5331375964562235,0.5514849102888828,0.9071678919604699,0.0,5,27,0.5529898026155197
277,8.692060244598231,0.7823735017750896,0.5147113814881519,0.0,8,23,0.49447790349945286
270,2.910180679586149,0.9306129905125229,0.7093552612466635,1.0,0,4,0.4645164665589563
174,6.706628441152015,0.4724398918684586,0.33259365391019,0.0,8,16,0.42113969324916145
29,5.3666926807439745,0.5720300672515378,0.3505285742841746,1.0,3,4,0.4073536617515195
275,2.1005083413972447,0.949244093428232,0.6958260600258189,1.0,4,24,0.5414649656945523
54,6.224805079972127,0.6383619064366355,0.4687226287933618,0.0,1,22,0.3446599063510571
151,2.8721667489957348,0.9267067474622258,0.8059859192254101,0.0,0,27,0.34477781556286435
102,3.4757464689057356,0.8652733980958043,0.31582476369453005,0.0,7,22,0.25205484214449586
290,11.771475259241658,0.8195703307152185,0.2949382570669281,0.0,8,1,0.5534712611763584
76,10.590583448685498,0.4856776824349803,0.7712872699881094,0.0,3,12,0.4942866105990602
157,6.075001709188964,0.9858349167615991,0.11653453378049827,1.0,8,7,0.44435076103158844
95,11.302486692825825,0.42547146327524865,0.2825778692028298,0.0,3,19,0.4550692646954493
53,9.26209507832347,0.43098369776501577,0.5449538549377011,0.0,4,6,0.4188584282009454
39,7.95596883359739,0.5462246212096277,0.6487105802703174,0.0,0,25,0.33135839889069085
284,10.95155911929361,0.4084270764957588,0.08590922576073234,1.0,8,20,0.7525836658146107
151,2.720339318531871,0.9635948537941478,0.47022455570880173,0.0,2,19,0.28305395476529316
224,4.948398823442256,0.6738272498159513,0.6668048940207065,1.0,2,1,0.5194316073662538
245,2.886622005439443,0.9384187497079854,0.9013717430860683,1.0,7,16,0.5351760677567778
293,9.435518864380782,0.7542695960959589,0.9539972713072074,1.0,4,0,0.6771607497945054
218,11.799590139844266,0.7307870879159328,0.17659680834654223,0.0,4,23,0.48656630645680343
136,1.5062716732790058,0.47854498204418544,0.9357239660132342,0.0,7,15,0.4190382159058023
50,3.6843337195087,0.9850867374546445,0.017582288230733933,0.0,9,9,0.1837201415715732
263,7.546645522607058,0.5625725028402404,0.18862863988459566,1.0,6,27,0.6088414000862244
294,9.587282242002438,0.5040283931576421,0.5723021662602313,0.0,1,24,0.5719792580735336
87,7.395233071205725,0.7685791771709729,0.4355243139485967,0.0,0,27,0.2940620803086302
16,6.609515011672412,0.782323733984367,0.9499851286768284,0.0,4,21,0.360508118657358
287,1.240795178660505,0.5085954196676371,0.5021705689242766,0.0,8,1,0.4583480916030104
32,0.11344118951156101,0.5605722638595063,0.8732221330754375,1.0,1,11,0.38476350118149255
111,6.375914419083278,0.9671726696588898,0.3108076019462783,1.0,3,18,0.4189826777182606
210,0.6066453660754467,0.943354654213773,0.48932788122792137,1.0,8,9,0.420295481022011
70,10.322012091099808,0.5140142988297872,0.20238903723675117,1.0,6,20,0.5252532206154354
244,1.3048630006636248,0.49027650182755333,0.23502365841858153,0.0,4,17,0.3656110009245261
57,9.905792809598259,0.4082549415415153,0.5138546116733191,0.0,4,5,0.4512002607941794
70,3.49086127521399,0.5242748012367834,0.4841928508798573,1.0,9,27,0.509643689773253
36,10.630737637756685,0.9115691033112006,0.08680002191250624,0.0,7,17,0.3353764021238149
33,4.493734391063818,0.8152453659757506,0.40806769076931526,1.0,0,25,0.31351047644531443
147,11.121875033255572,0.5119257751225322,0.05012624315976366,0.0,5,8,0.4341939479339189
94,7.145475641129536,0.6079904491970863,0.24650040759536895,0.0,7,15,0.39837853684640917
204,8.197497211150656,0.8601479355396489,0.8360309940680033,0.0,0,19,0.44511242621680075
52,6.884997744339543,0.5859343160955017,0.32313166182989694,1.0,8,3,0.5195086559580334
89,3.360542382932739,0.5779982703461367,0.6609458667031777,0.0,8,24,0.4289561023704638
166,3.9769360979560653,0.848550545005125,0.8521632136526486,0.0,4,1,0.4005904651054119
23,9.887572373652434,0.4320468260387923,0.17723840623699416,1.0,4,13,0.5331776418101011
125,8.905159860010201,0.8455062448475595,0.174048697954569,0.0,9,10,0.33918989732910654
68,7.069174444411164,0.9391156191976574,0.9333179134943576,0.0,7,11,0.35330546701665894
299,5.3399334406070285,0.9269539227349505,0.9383681650034439,0.0,4,24,0.5339543104813991
179,1.0939430062422582,0.8534693325940372,0.35441288564257145,0.0,0,7,0.242047222909133
265,6.589436144551241,0.5164489916430375,0.0918753654565947,0.0,1,24,0.49387970697381517
11,9.894793005351985,0.6671521140450786,0.8477795696327037,1.0,3,16,0.5687341783429257
245,6.334895427859431,0.45945351472629425,0.22655262241585938,0.0,8,14,0.4676035841827127
230,10.18913748495847,0.6789915330856192,0.8389025762512706,0.0,2,0,0.48674361877627403
194,5.746155479872053,0.562985146141274,0.11098048994743603,0.0,2,20,0.3532576689871413
99,10.180278630102245,0.4124568281955759,0.05798257320059852,1.0,1,17,0.5324513585560702
151,8.201900090435235,0.7420176033337936,0.7006078770385986,0.0,2,21,0.4718328272708877
129,4.082372270134298,0.4638743637086408,0.4958729334649187,1.0,0,7,0.44177916260310024
43,2.7111617110218145,0.8485815036658058,0.31056815626172485,0.0,0,11,0.13897511711356794
271,4.397331254037077,0.952127402955346,0.11241981722733307,1.0,8,18,0.5247285975540339
75,11.081829320005461,0.4199526792816808,0.8449936479795751,1.0,2,22,0.6940793937023467
129,11.105726588152018,0.7591126143243997,0.8530257537812304,1.0,7,21,0.7066541846400118
289,7.064182548982089,0.6259663027230539,0.3770410962453373,0.0,9,5,0.5106173320639954
223,6.208768916342338,0.875251843702508,0.7774899337848926,0.0,7,17,0.4299532123319829
45,0.18939965096026334,0.5071866332044926,0.09940603003928061,0.0,8,1,0.2034212812259276
292,9.971884849220013,0.8836240931345187,0.35239587195436417,0.0,1,7,0.4407209862303561
136,0.08704905536261442,0.7392256107811278,0.5747096722796584,1.0,9,9,0.3872633898146573
124,1.12983291405276,0.5365174789013888,0.2407145068307338,0.0,4,24,0.32933543317025793
110,11.091530723369843,0.977905839263498,0.3473607371540952,0.0,7,7,0.41728333813729807
77,10.021946205049376,0.7175684691221855,0.5847549336139884,0.0,3,18,0.4309932551050974
293,8.76132066020967,0.7734880394459777,0.05889013075875915,1.0,5,23,0.568907586189828
137,9.538322321657263,0.9242662938118796,0.7341220391885861,1.0,0,24,0.48508127862883704
220,4.229047531343415,0.629009154237138,0.1060814651433315,0.0,2,17,0.4114683338477702
25,0.5366478929483494,0.6358760206584654,0.8674195890110947,1.0,8,21,0.46119308426578737
209,8.84834732967109,0.697580636662128,0.739263427638184,0.0,2,28,0.5732446549094368
85,11.069961590035593,0.5912629339557255,0.12412396193642672,0.0,3,27,0.42399971709717943
284,11.481115642280114,0.9523160702236455,0.5948717797703801,1.0,0,23,0.7017416614613758
107,3.3768800356229156,0.6757508102548244,0.28563025594669056,0.0,9,17,0.300108267140755
108,2.860748672522411,0.8080856135451439,0.6794160383879851,0.0,9,9,0.4197681753585273
29,9.585648637265024,0.48046862216132336,0.32146654815759035,1.0,5,6,0.48041977938448743
200,0.45618524182280407,0.48295596612263375,0.16628297933494418,1.0,2,12,0.4017408253182339
138,6.219868324125223,0.7234308242613203,0.5695249999867867,0.0,7,21,0.4143800123491649
247,6.349582188552311,0.9643036347202502,0.8252455997832466,0.0,3,17,0.4541885903037754
264,8.755739745688636,0.790388953485726,0.7965613231861748,0.0,0,9,0.49519227783324454
97,4.108521303911849,0.9502098066544419,0.487761466644148,0.0,6,13,0.24956981170523296
165,4.276080941210861,0.6746552535343173,0.885712361221646,0.0,0,29,0.4181533021026921
242,3.2548427110579783,0.5375671571542764,0.9121779283324987,0.0,1,15,0.5049788647121757
15,0.32805000620431857,0.8515257110055352,0.2821591687557331,1.0,2,22,0.28383873832878403
292,8.935330637842906,0.6773986555846763,0.45421536157712783,0.0,1,18,0.4990318885897991
119,6.838617202353192,0.4703703194239234,0.9905167632808407,1.0,1,21,0.6471907611752847
261,3.349828506486642,0.8627261430551655,0.5895371993486942,1.0,5,13,0.5207314944166965
259,10.765691233781316,0.41362367229165387,0.5204700936566425,1.0,9,1,0.7113989477530646
21,2.855132765980732,0.670031398910939,0.13501593987563176,0.0,6,15,0.2426939132247863
65,1.3349744587149126,0.4636785261396358,0.45599393889638995,0.0,5,29,0.32381477469528674
28,9.55507105559974,0.9691936353804821,0.5856427650922484,0.0,8,19,0.3567001622600103
263,9.758663072013814,0.8637445369917554,0.2834880267923855,0.0,6,25,0.5042810210337124
76,8.317233680417539,0.7046408987115964,0.9259479314539184,0.0,1,25,0.4200746398562768
157,10.497170411934786,0.8941104091306366,0.9563767390872346,0.0,4,0,0.43743103615140716
79,4.226756841639235,0.5597034184899121,0.6399447037588417,1.0,9,8,0.5421036237917767
58,4.4895181926380525,0.9670226105623541,0.17972994367982553,0.0,6,29,0.3083871999254255
215,10.866450733731035,0.8993087684327556,0.9511443144178107,1.0,6,16,0.6732288647185657
238,8.784087503136949,0.5916948436931855,0.4155365677980313,0.0,7,18,0.5445024196867607
137,8.105749513111572,0.5967810186160047,0.9505077224306565,0.0,6,13,0.514367156263876
257,11.7376705628784,0.8268759205253243,0.37659005355909325,0.0,3,28,0.5271857155897229
14,1.298279227300954,0.9551110362508156,0.8065975027989092,0.0,6,21,0.24578512778458855
165,2.53128614173867,0.9069943694475925,0.48967916858906957,0.0,6,19,0.31053514932031523
225,10.407703549634956,0.8660421603972756,0.21324820452921267,1.0,1,2,0.5330898945745407
28,6.3912356444977725,0.5042552784391399,0.5835875874237342,0.0,4,10,0.3596821194633219
53,3.379544759238493,0.46455610949190856,0.5802700282495428,1.0,6,20,0.5188360882837101
36,6.161177923178142,0.8294923391716862,0.27676228393859625,0.0,9,5,0.3208938279860251
101,6.8264949940454205,0.5024211749780151,0.5181866045873149,0.0,0,27,0.45135491687725293
164,6.801082738863661,0.61774932664588,0.9982543928473395,1.0,5,9,0.5889275962870266
282,4.559905651332022,0.4264179525896627,0.35692508410144186,0.0,8,19,0.543386040717
162,5.0249383389725395,0.5387843513006007,0.893900891876339,1.0,3,21,0.6220692419402198
91,11.998346699612117,0.9926861256273167,0.11455760748202015,0.0,8,23,0.33541327461743436
180,11.988490719795085,0.8367744428192705,0.09823149181806712,1.0,5,23,0.5283958986392165
157,4.2430888062595375,0.5875380359241724,0.11026442414731008,0.0,1,13,0.2802149023360196
191,4.133271326461354,0.9685283905305013,0.2363843063991038,0.0,7,23,0.3761817561111495
137,9.49668228921456,0.7973397238100545,0.4036007059304756,0.0,3,27,0.4330813149365693
12,11.839692704965406,0.7333147507517761,0.5818075661847174,0.0,3,9,0.34220288906303725
132,1.1277125768258798,0.8430541769341984,0.2412623596243314,0.0,8,6,0.28180000789551873
118,11.16890363300626,0.4876061277104958,0.9331976184534742,0.0,3,7,0.5417010728366458
181,3.0262165880735146,0.5673924376982143,0.7626165003251107,0.0,6,18,0.48362862028916853
156,3.4536900196647418,0.8785659760610813,0.9406201428582793,0.0,4,28,0.4175981458695956
216,9.504231471422191,0.7647117931551742,0.7777432529798718,1.0,5,24,0.6690486535737882
53,11.632571970583209,0.8657792130998838,0.7521411578075573,1.0,1,10,0.5455953815744514
258,11.556314009174868,0.6999055196719237,0.8398826351731493,1.0,4,26,0.7693436151406692
199,0.5936427941045905,0.5633563049280353,0.4431496730628236,0.0,8,2,0.3101587609026771
117,11.348124134349359,0.6816342717988063,0.6055137968079203,0.0,5,12,0.5060078786983071
172,10.885266429019842,0.8670987980851013,0.5891659953930414,0.0,8,29,0.4915809589868565
268,0.13974745312926862,0.5836818210333307,0.8797917918244123,0.0,0,21,0.4494908533842431
243,11.787557413814687,0.9816755444054001,0.04513573914200919,0.0,5,0,0.3781857103988449
36,5.911993425195002,0.42009704868769787,0.33258238900968906,1.0,6,14,0.4673524763696012
141,0.987761524569295,0.7389961176445322,0.14483113560195715,1.0,6,25,0.38582874234044556
190,2.68540354389354,0.929703572241082,0.4530389123462415,0.0,3,6,0.3312237501197217
109,6.950954419465523,0.49114526439897765,0.3663560477975284,0.0,3,22,0.4522879029512018
160,3.369188259176029,0.7134574148328148,0.5092200523588934,1.0,0,10,0.4115394687167355
84,0.4734341200430574,0.5951846218823477,0.33738746124707464,0.0,8,20,0.2739471761751325
62,0.22003679662847198,0.5674083023519694,0.248581093522539,1.0,2,29,0.3194347786932511
23,9.35559103436895,0.8774382368735764,0.010799679521906635,0.0,2,5,0.1996189229330895
227,5.6390585172164895,0.4810654413692244,0.17029926899942693,0.0,6,0,0.42347618501181683
61,5.248705676489665,0.7823463557527074,0.22860027707507902,0.0,7,27,0.36526648233388004
111,5.985917261125181,0.5014151839609989,0.28724681398415697,0.0,4,3,0.30654268678420904
153,1.255321569879666,0.8501592370854079,0.5256668937176167,1.0,0,3,0.36663035533383065
256,3.330507383797575,0.46290413865575814,0.935915591582601,0.0,8,9,0.5346669715182384
215,3.1572598402791465,0.8364812406897436,0.3992749509080865,0.0,8,6,0.3278342559581448
231,5.180614094772707,0.9561823639213226,0.40677290619680606,0.0,1,9,0.2722279154764687
281,0.0815410651173889,0.5271552611163457,0.7853607587536048,1.0,2,22,0.5720770397164074
161,3.0738051027212214,0.5079809369012109,0.8733375323336138,0.0,5,0,0.3912713153680512
175,2.051794195585883,0.9952837528167547,0.6274483898484803,0.0,3,18,0.3197413315021318
221,11.800153436295322,0.6952594581702076,0.6522972079218612,0.0,0,17,0.49445644055102395
231,11.546420905933154,0.6450749790652813,0.03900607406400525,0.0,5,25,0.47770646133247086
138,3.2413743460533664,0.687134512775574,0.46639624475394026,0.0,6,3,0.3396851118847926
286,4.824626150392563,0.7519875751889338,0.5577684246334755,1.0,6,8,0.5785931065565599
212,7.581406181820227,0.7740898058667105,0.3212500371935153,1.0,4,15,0.588618405803101
231,10.779391900827399,0.5262672098094163,0.32677313435038424,1.0,9,0,0.7136136134989326
186,7.953887663065865,0.8350196428474324,0.9328880775909056,0.0,2,29,0.44791655053719087
84,7.462611421258115,0.6025795159181673,0.8656879947890069,0.0,4,11,0.46018080167657116
59,4.05778120895383,0.9603553481231987,0.4812890997506106,0.0,5,16,0.22290787509144205
120,7.820629518558886,0.7867013258621531,0.42242618533556797,0.0,9,18,0.3791488658549785
244,1.4100781821405821,0.4186608021005558,0.6586911429351915,1.0,1,10,0.5656293328404354
94,0.6291621864302446,0.553081282351846,0.6424740335558824,0.0,3,18,0.28867092254043586
154,8.911984464828324,0.9493412882732926,0.2025631230984647,1.0,0,29,0.4564656302458962
18,5.845268549374399,0.9720551262261296,0.6567606935329062,0.0,5,24,0.29241293590056383
58,7.2758510247162995,0.7405109743549586,0.27033725908473905,0.0,7,26,0.3258629824425267
141,4.408155910684602,0.5097835194975114,0.8557151861487846,1.0,0,29,0.5688863606469353
104,3.997527440077818,0.9765859662384215,0.40910143289133083,1.0,5,9,0.36241025218584727
255,8.730394954654212,0.4489438100812754,0.5729951372252883,0.0,8,1,0.5812220852657943
19,3.617316649147865,0.6896041132973607,0.5755527702493457,0.0,8,23,0.34928098000503216
238,2.077660700088637,0.6959702255383584,0.44318450115359254,0.0,3,1,0.3541755537383043
292,7.725592899309883,0.7734616798981995,0.027120271515870376,1.0,9,28,0.6185131541578639
277,2.890150122125945,0.5706882395064623,0.7969822388895457,0.0,7,10,0.4533193566165955
262,0.677555890652239,0.4549117513130953,0.8897870835953403,1.0,9,29,0.6250308295103747
134,9.47715283674607,0.4641646850038438,0.09294565382761255,1.0,6,27,0.5637119595676411
156,11.436173652545856,0.7496009655858493,0.6074006916665962,1.0,7,3,0.5666608593603716
79,6.151707113026181,0.7563925798796362,0.8892947104214329,0.0,6,13,0.39567848189074484
72,10.466331058285697,0.740138459169363,0.32252932432253023,0.0,9,14,0.4463443961189841
148,10.245162532095094,0.6855318931954361,0.20270496661427273,0.0,8,17,0.3968154717784987
259,5.492058303092181,0.9985949344899919,0.17675085785650146,0.0,9,8,0.36267602539055493
85,5.842907066387991,0.5808718018633916,0.7635351543510883,1.0,8,18,0.5702160806393625
157,10.360310868436475,0.665626979058408,0.34546412438202334,0.0,9,10,0.544245900051971
10,1.1838585806050537,0.9335285188605883,0.42583072505363184,1.0,2,4,0.24243296271096657
252,1.6169883844693165,0.4020516712478349,0.7904823575516727,1.0,5,24,0.6664217342993106
28,1.4039511328278311,0.8078380961231075,0.01256327775385857,0.0,2,10,0.006869461791464096
78,11.463910706487273,0.9477932495572948,0.5836509876783161,0.0,1,16,0.3373300605323185
227,6.765977951013971,0.7887203920015424,0.9004396328053058,1.0,6,25,0.6442857033823217
148,11.27693155838857,0.820005523654345,0.0032106477777218423,1.0,9,5,0.4677058203934786
177,9.482103773028252,0.8691540925702204,0.4958638409677357,1.0,7,7,0.515264769272528
273,3.2268457564545123,0.4521879324181888,0.6462381465569196,0.0,9,5,0.5488215942091061
10,1.8242304894251302,0.9111251136330624,0.26695584850414167,1.0,6,18,0.2502577908935926
75,3.7581708495053263,0.7913661851907452,0.2381416408180551,0.0,9,13,0.23297192646601683
75,6.9641141217833376,0.6881406787555601,0.2327869144876703,0.0,3,13,0.27157061115828224
110,0.6918938671112396,0.4394117625360641,0.8094532916683422,0.0,9,20,0.4157922242555962
51,2.168489233940831,0.4516222502987437,0.45039988062657077,0.0,3,8,0.32128361822830614
261,11.625780214288563,0.8712459342980423,0.07847744483346764,1.0,6,6,0.581536299143622
21,4.602927710116311,0.4657640596449808,0.40981621684697545,0.0,7,15,0.3412007100548859
92,7.0412258340142095,0.8104248933456355,0.35654243601172353,1.0,3,27,0.4138448433614586
123,10.771598471767076,0.9673731179643575,0.2420908552269848,1.0,3,26,0.5311377856624474
76,8.77644110727467,0.6562304938413537,0.6087616135855158,0.0,6,17,0.40660943235571595
124,0.28704217243610364,0.9011948316049356,0.5218647557332312,0.0,9,4,0.22812388000613723
136,2.3708660919232516,0.9761973626677872,0.14369129307288497,0.0,8,20,0.22276601156364392
287,5.770864513474265,0.624059211387127,0.3855183412184795,0.0,5,29,0.5403840591031426
157,8.783728324474339,0.6664715486772872,0.943127422081961,1.0,3,10,0.6091530983571228
30,3.444189147905793,0.4873207436213245,0.9432721794832691,0.0,4,22,0.39734423627090704
79,5.228731848505111,0.4540256672567298,0.1077701843593557,1.0,8,7,0.40545167960682454
254,1.4025480029816064,0.5082063585682504,0.680402616482331,0.0,6,9,0.4412171120878301
260,8.936424675665108,0.48012840354961606,0.44388326588878757,0.0,6,14,0.5922354828932612
51,0.2763160098813948,0.8558406708800065,0.814304488114359,0.0,2,22,0.2045417304200891
48,9.522001653672,0.4902639786856564,0.9375318762513385,1.0,6,13,0.6162317333113395
120,1.0859658025766539,0.41530067417999145,0.7114525381672605,0.0,5,9,0.3359628011521666
149,6.149797393395973,0.5519315946156826,0.591412820104391,1.0,5,12,0.5312311036747687
203,4.341881475703703,0.49348531479083657,0.16158170790634063,0.0,0,9,0.40518088740729563
213,9.31133739095424,0.502579799758506,0.1618318059655528,1.0,0,25,0.5670889856836104
297,10.353986770031305,0.5401255182759861,0.7927145447428278,0.0,8,26,0.7197470863645289
107,2.931752040150729,0.7650184821745576,0.7314798385244681,1.0,8,8,0.46396591972842544
148,3.807795858358043,0.9371011666522158,0.1888320265843776,0.0,3,20,0.24986816361876843
124,5.315913442694223,0.6898402379905217,0.9622290280846009,0.0,0,14,0.4208843931726785
198,2.3185158072963663,0.6035045207829298,0.6876942070886962,0.0,0,0,0.40260192575690096
260,4.235077710026733,0.4547003235205244,0.3699270536955329,1.0,7,17,0.6196132917212146
48,7.125673096381338,0.46583735035232243,0.7050819067388424,0.0,1,20,0.46325300619143545
89,4.777880323072102,0.40687379420957487,0.6439282668620699,0.0,2,13,0.3901836857477234
236,2.1271799563273253,0.8051867574149701,0.7480618436429294,0.0,1,2,0.317560806007944
19,4.505192386196654,0.5790372801830327,0.04580703128900521,0.0,6,21,0.24201196514785608
69,2.268131929751568,0.9929262294823356,0.1714182820758774,0.0,4,4,0.14014785054424744
247,0.6296282922039729,0.7375291588716077,0.582873202276117,0.0,4,27,0.3492327786588081
32,4.554498777547542,0.6726575480862751,0.3570315159972285,1.0,9,28,0.45052220628580375
238,2.5780078309864205,0.669393221628345,0.6303367921840659,0.0,1,20,0.3902601612538642
216,5.536837380706212,0.5797666081188262,0.41352014122431535,1.0,4,15,0.5618563574407134
54,3.32046150294704,0.7195105191136345,0.9459082790223254,0.0,2,27,0.3900711472570346
158,10.666561233541247,0.8502340953507944,0.18127658049165463,0.0,9,11,0.4122368638252416
263,10.729257243507018,0.5950143266065032,0.4413881688932313,0.0,7,17,0.5403254185744862
229,2.5880030879086062,0.46129383716232447,0.4829881260978338,0.0,0,13,0.42732628546218715
93,4.892598761639264,0.46091517683291494,0.5920572489376409,0.0,4,29,0.45272673985060297
295,7.057671656596,0.6006091395606977,0.4122675616042011,1.0,6,18,0.6323837255375985
180,2.237371384592129,0.8381283621694636,0.9678143607568194,1.0,2,18,0.46640089088764247
243,2.827764398750813,0.9318277188409229,0.1386526682750664,0.0,7,15,0.3249550530592301
41,2.2476706070588706,0.5441358008057582,0.5566927356200019,0.0,7,27,0.3860164776285968
284,7.367921449804639,0.4283745576382072,0.22903352899903084,0.0,3,7,0.5234373163965964
230,2.180995315228538,0.7259667376184574,0.08892721455584585,0.0,3,15,0.2602392214883047
25,6.971505091389962,0.4525409716557258,0.7534768833918882,1.0,9,7,0.5332274605959494
192,10.741983364291222,0.46310893034843104,0.11468528066320638,0.0,0,20,0.475730603343546
262,7.008276477932512,0.9191377859197465,0.7991784125527976,1.0,2,18,0.620070798689038
142,0.8491531906356538,0.7281623746173017,0.6469599068347472,0.0,1,24,0.32418305367654504
196,0.26244868860888637,0.5456975626826669,0.366577737986732,1.0,4,16,0.4951509709614264
260,3.405327835411826,0.4919175981690056,0.620482257018995,1.0,6,4,0.5967147677096568
174,2.3110177183062275,0.9328183284411458,0.5990488492957928,1.0,8,19,0.4567479678139726
142,8.200730903825438,0.9320961366735959,0.07145708259972527,0.0,9,28,0.37242979558560346
99,5.870080811890538,0.400866076741347,0.4725428817705519,0.0,9,21,0.5111554015259798
212,8.745217369049332,0.46383313893978495,0.9252129701583763,1.0,3,8,0.6770118950938787
202,8.94835891818557,0.4423534003632144,0.5223308603271049,0.0,5,6,0.5463912771071278
125,1.1183799913754022,0.6392430781519963,0.6997446749278454,0.0,6,16,0.37970193122193896
217,7.276703085719429,0.8181112160803233,0.6757813525709159,1.0,0,15,0.48594489538469876
154,10.756628548615124,0.7733221647871756,0.6714001658119186,0.0,3,21,0.447254502469416
239,3.2071663520753546,0.5329815023636703,0.17496636429693713,1.0,4,15,0.47872413866756175
